appendComment,pics,rateContent,rateDate,reply,serviceRateContent,userInfo
,,"看着不错，希望不要掉色Er sah gut aus, ich hoffe, nicht verblassen",2015-05-16 02:12:522015.05.16 02.12.52,,物流很快Logistics bald,
,,"垃圾，物流慢，条码不符Garbage, Logistik langsam, nicht mit Barcode",2015-05-15 23:40:422015.05.15 23.40.42,"您好，感谢您对于PUMA的支持！Hallo, ich danke Ihnen für Ihre Unterstützung für PUMA!关于您反馈的物流问题，我们进行了了解。Dein Feedback auf der Logistikproblem, wir verstehen.您5/11晚上下单，5/12仓库发货，5/15网页显示签收。Sie haben einzigen Nacht 5/11, 5/12 Lager Liefertermin, 5/15 Seite Anzeigeschild.一般发货后得3-5天可以到达，您在发货后的3天后受到商品，属于正常配送的时间内哦。War 3-5 Tage nach der allgemeinen Liefer ankommen, Waren innerhalb von 3 Tagen erhalten Sie nach der Lieferung, liegen im normalen Lieferzeit, oh.另外条形码问题，目前扫码工具都是手机自带的，不是PUMA研发的，所以，有些是无法扫出的。Auch Barcode Fragen, sind die aktuellen Scan-Code-Tools Das Telefon wird mit nicht PUMA entwickelt, so dass einige nicht in der Lage zu fegen.而且扫码一般是零售商对于商品的一个监管，我们的商品由于是从PUMA仓库直接发货的，所以，少了很多环节Und Scan-Code ist in der Regel eine regulatorische Einzelhändler für Waren, unsere Waren direkt von PUMA durch Lager versendet, so viel weniger Links",,
,,有点大(>﹏<)180的男生穿Etwas groß (> ﹏ <) 180 Jungen tragen,2015-05-15 23:18:592015.05.15 23.18.59,,,
241567775670|2015-05-20 22:53:43|是真的 不错|5||241567775670 | 2015.05.20 22: 53: 43 | ist wirklich gut | 5 ||,,,2015-05-15 22:43:102015.05.15 22.43.10,,,
,,"虽然有插曲，还是比较满意的Obwohl der Folge, durchaus zufriedenstellend ist",2015-05-15 20:38:412015.05.15 20.38.41,,,
,,"还好，就是码号不正确，偏大，Glücklicherweise ist, dass die Codezahl nicht, zu groß ist,",2015-05-15 20:24:552015.05.15 20.24.55,,,
,,"是正品   很好看下次再来Es ist echt gut, das nächste Mal zu sehen",2015-05-15 19:43:392015.05.15 19.43.39,,,
"241570562691|2015-05-15 17:30:55|今天刚到，不错。241570562691 | 2015.05.15 17: 30: 55 | heute angekommen, ja.|0|//img.alicdn.com/bao/uploaded/i3/189120100513323242/TB22vlecVXXXXacXpXXXXXXXXXX_!!926058912-0-rate.jpg|| 0 | //img.alicdn.com/bao/uploaded/i3/189120100513323242/TB22vlecVXXXXacXpXXXXXXXXXX _ !! 926058912-0-rate.jpg |",,质量可以。Qualität sein kann.大小合身！Größe passen!,2015-05-15 17:22:362015.05.15 17.22.36,,,
,,还可以，有点胖。Auch ein wenig Fett.关键是还不包邮Der Schlüssel ist noch nicht freies Verschiffen,2015-05-15 15:17:252015.05.15 15.17.25,"您好，感谢您对于PUMA的支持，店铺的运费是PUMA和快递公司合作签署决定的，并不是我们私自订的价格，所以非常抱歉不能随意修改，您的意见对于我们很重要，我们会反馈给相关部门，以便做到更好，我们会竭诚为您服务，祝您生活愉快，谢谢！Hallo, ich danke Ihnen für Ihre Unterstützung für PUMA, ist der Shop PUMA Fracht und Kurierunternehmen unterzeichneten eine Entscheidung, nicht unsere privat Set Preise, so sehr leid, dass wir nicht frei geändert werden können, ist Ihre Meinung für uns sehr wichtig, wir Feedback geben die zuständigen Dienststellen besser zu machen, werden wir uns freuen, Ihnen zu dienen, ich wünsche Ihnen ein glückliches Leben, danke!",,
,,"宝贝很好，是正品！Baby ist sehr gut, es ist authentisch!快递神速！Express schnell!",2015-05-15 13:15:082015.05.15 13.15.08,,卖家人很好Verkäufer ist sehr nett,
,,"质量不错，码稍微大了点。Gute Qualität, Code ein wenig groß Punkten.。.。.",2015-05-15 13:01:022015.05.15 13.01.02,,,
,,不错正合适Ja genau richtig,2015-05-15 12:18:462015.05.15 00.18.46,,,
,,很好Gut,2015-05-15 11:54:532015.05.15 11.54.53,,,
,,"东西不错，就是大了，正在连系客服准备换，现在客服还没回复，其它都不错。Etwas Gutes, ist groß, wird sich mit dem Kundenservice verbundenen Änderung hat den Kundendienst nicht mehr zu reagieren, andere sind gut.",2015-05-15 10:58:072015.05.15 10.58.07,,,
,,"很好看，我老婆也经常穿。Sieht gut aus, tragen meine Frau oft.哈哈，很帅的Haha, gut aussehend",2015-05-14 22:33:502015.05.14 22.33.50,,,
,,应该是正品吧。Es sollte echt sein.,2015-05-14 22:30:182015.05.14 22.30.18,,,
,,"大了一码， 之前联系客服，回复我的是让我十点后找客服，我哪有时间去聊天。Ein großes Yards, bevor Sie sich an den Kundendienst, reagieren auf mich war, mich zu finden, Kunden-Service nach zehn Uhr, bekam ich die Zeit zum Plaudern.习惯好评。Üblichen Lob.也不换了 再买一件吧。Noch für den Kauf einer jetzt.",2015-05-14 21:06:182015.05.14 21.06.18,,,
,,很舒服，穿着很大气Sehr angenehmes Tragegefühl sehr stimmungs,2015-05-14 19:43:582015.05.14 19.43.58,,,
,,"是正品，棉质很好，很舒服Ist echt, Baumwolle ist sehr gut, sehr komfortabel",2015-05-14 18:59:402015.05.14 18.59.40,,,
,,"真可谓一波三折，换了两次，尺码特大。Wirklich Drehungen und Wendungen, für zwei, extra groß.质量马马虎虎。So-so-Qualität.建议偏小2个号购买。Kleine 2 Anzahl Kaufen Empfehlung.",2015-05-14 16:17:062015.05.14 16.17.06,,,身高:178cmHöhe: 178cm
,,包装有点烂。Verpackung ein wenig schlecht.。.。.。.。.。.东西还好。Etwas besser.,2015-05-14 15:45:112015.05.14 15.45.11,"您好，感谢您对PUMA的支持及关注！Hallo, ich danke Ihnen für Ihre Unterstützung und Aufmerksamkeit PUMA!我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！Wir haben Ihr Feedback Rückkopplung an die zuständigen Abteilungen, werden wir regelmäßig alle Arten von Promotion-Aktivitäten zu starten, Willkommen wieder zu kaufen, können Sie uns weitere wertvolle Hinweise geben, danke!",,
,,"客服说版型大 就买了s 结果175身高的瘦子 还是略紧身 给大家参考下Great customer service, dass die Version kaufte er 175 Höhen scrag s Ergebnisse noch etwas eng für alle auf die beziehen",2015-05-14 12:45:172015.05.14 00.45.17,,,
,,"一般情况吧，穿着舒服，就是稍微有点起毛Normalerweise ist es, tragen Sie bequeme, das ist ein bisschen Flaum",2015-05-14 11:23:462015.05.14 11.23.46,,,
,,物流蛮快的Logistik ziemlich schnell,2015-05-13 18:28:112015.05.13 18.28.11,,,
,,"这次买的大小正好Diese Zeit, die richtige Größe zu kaufen",2015-05-13 18:28:112015.05.13 18.28.11,,物流蛮快的Logistik ziemlich schnell,
241585773678|2015-05-13 13:52:20|我自己买大了一点。241585773678 | 2015.05.13 13: 52: 20 | Ich kaufte mir ein großer Punkt.|0||| 0 ||,,,2015-05-13 12:33:322015.05.13 12.33.32,,,
,,"尺码偏大，质量不错，款式不错。Zu groß ist, gute Qualität, guten Stil.没有合适的尺码了，卖家很爽快的退货。Nicht die richtige Größe, ist der Verkäufer ohne weiteres zurückgeführt.",2015-05-13 12:30:202015.05.13 12.30.20,,,
,,不错Recht,2015-05-13 12:28:532015.05.13 12.28.53,,,
,,刚好合适 试穿了很舒服Probieren Sie eine sehr bequeme Passform,2015-05-13 12:14:472015.05.13 12.14.47,,,
,,好评，不错。Gut gut.,2015-05-13 08:41:392015.05.13 08.41.39,,,
,,很不错Sehr schön,2015-05-13 01:48:162015.05.13 01.48.16,,,
,,"短袖有点宽，不修身，面料摸着还可以，洗了之后才发现衣服有点次，掉色不说还掉毛毛，洗了好几遍水里还是有毛毛还一直掉色，最后挂衣服的时候手上沾的都是黑色的毛毛，已经洗了也退不了，还不如几十块的质量，真怀疑衣服面料的成分，我实话实说，Kurze Ärmel ein wenig breit, nicht Selbst-Anbau, das Gewebe berührt werden können, dann waschen Sie Kleider nur ein wenig Zeit zu finden, das nicht auch verblassen haarig, waschen mehrmals im Wasser oder Plüsch wurde auch verblassen, wenn die letzten hängende Kleidung auf der Hand James ist schwarzes Fell, auch gewaschen nicht zurück, nicht so gut wie die Qualität der Dutzende von Kleidungsstücken Stoffkomponenten bezweifle wirklich, dass ich die Wahrheit sagen,",2015-05-12 23:34:062015.05.12 23.34.06,,,
,,衣服好胖。Clothes gutes Fett.。.。.质量还可以Qualität kann auch,2015-05-12 20:38:272015.05.12 20.38.27,,,
,,规矩挺多的    本来一次性能解决的托了好几天Ursprünglich ein Leistungs Regel viel Pflege für mehrere Tage zu lösen,2015-05-12 19:33:262015.05.12 19.33.26,,,
,,"还好吧 就是偏大了Okay, eine zu große",2015-05-12 16:04:492015.05.12 16.04.49,,,
"241573836837|2015-05-30 10:00:45|质量有点差，但是是正品，标志洗后有点不明显了！241573836837 | 2015.05.30 10: 00: 45 | Qualität ein bisschen schlecht, aber es ist echt, wusch ein wenig offensichtlich anmelden!|17||| 17 ||",,尺码有点大Größe ein wenig groß,2015-05-12 13:03:182015.05.12 13.03.18,,,
,,很好Gut,2015-05-11 22:47:482015.05.11 22.47.48,,,身高:170cmHöhe: 170cm
,,"衣服质量很好，爸爸很喜欢。Kleidung von guter Qualität, und mein Vater mochte.以后还会光顾的，加油哦。Die Zukunft wird bevormunden, Komm.",2015-05-11 21:17:242015.05.11 21.17.24,,,
,,"衣服是正品，棉料也很好，身高176，体重160斤，穿XL码刚刚好，我一直在这家官方店买衣服的，下次还会再来。Kleider sind authentisch, Baumwolle ist auch sehr gut, Höhe 176, Gewicht 160 Pfund, trägt XL Code genau richtig, ich habe in dieser offiziellen Speicher, um Kleidung zu kaufen war, wird die nächste kommen.",2015-05-11 21:10:182015.05.11 21.10.18,,,
,,"衣服挺好的，感觉是稍微偏宽的，快递以及客服都很好Kleidung ist sehr gut, das Gefühl ist ein wenig breiter, Lieferung und Kundendienst sind sehr gut",2015-05-11 20:51:372015.05.11 20.51.37,,,
,,"帮同事买的，170的身高还略大，做工好，质量还可以，整体满意。Helfen, meinen Kollegen zu kaufen, Höhe 170 ist auch etwas größer, gute Verarbeitung, kann die Qualität sein, die allgemeine Zufriedenheit.",2015-05-11 18:09:342015.05.11 18.09.34,,,身高:170cmHöhe: 170cm
,,边我想象中大了很多Seite stelle ich mir eine Menge von großen,2015-05-11 17:59:062015.05.11 17.59.06,,,
241452967091|2015-05-12 11:23:47|好评！241452967091 | 2015.05.12 11: 23: 47 | Lob!|2||| 2 ||,,"不错，好评。Ja, zu loben.",2015-05-11 14:50:012015.05.11 14.50.01,,,
,,"好评，继续。Lob, fortzusetzen.",2015-05-11 14:49:302015.05.11 14.49.30,,,
,,BushitaihaokanBushitaihaokan,2015-05-11 14:41:362015.05.11 14.41.36,,,
,,"感觉还可以Sie glauben, Sie können",2015-05-11 11:27:552015.05.11 11.27.55,,,身高:180cmHöhe: 180cm
,,挺好的Sehr gut,2015-05-11 10:53:082015.05.11 10.53.08,,,
,,一般一般Allgemein Allgemein,2015-05-11 09:05:412015.05.11 09.05.41,,,
,,料子不错 穿的舒服 满意Gutes Material bis hin zum komfortablen Zufriedenheit tragen,2015-05-11 06:41:502015.05.11 06.41.50,,,
,,"彪马一直很不错啦，等了五天，快递终于到了！Puma hat very're falsch gewesen, und so weiter für fünf Tage, der Kurier endlich da!衣服一如既往的选择彪马！Puma wählen immer Kleider!女友也有一件，可以情侣装，本人身高180，体重65kg。Eine Freundin haben, können Sie Liebhaber, meine Größe 180, Gewicht 65kg.仅供参考！Nur als Referenz!最后说一句，圆通，我丢你螺母！Schließlich, sagen wir, Takt, verlor ich Sie nuts!上海到南京要四五天！Shanghai nach Nanjing zu 45 Tage!我丢你螺母Ich habe Sie Nüsse",2015-05-10 19:46:402015.05.10 19.46.40,,,
,,棒棒哒Bang Bang da,2015-05-10 19:16:012015.05.10 19.16.01,,,
,,"没有穿，看上去还行。Kein Verschleiß, sieht okay.",2015-05-10 18:12:282015.05.10 18.12.28,,,身高:168cmHöhe: 168cm
,,"真肥、买偏小两个号正好Wirklich Fett, nur kaufen, eine kleine Anzahl von zwei",2015-05-10 15:29:082015.05.10 15.29.08,,,
,,挺好看的Gutaussehend,2015-05-10 14:27:052015.05.10 14.27.05,,,
"241215912207|2015-05-16 08:53:41|非常好，虽然我也不是很喜欢RB，但他们的东西真心不错，比国内某些大牌有良心|6||241215912207 | 2015.05.16 08: 53: 41 | sehr gut, obwohl ich nicht so gern, RB, aber ihre Sachen wirklich gut, besser als einige der großen nationalen Gewissens | 6 ||",,nullnichtig,2015-05-10 14:17:412015.05.10 14.17.41,,,
,,很合适。Sehr gut geeignet.。.。.,2015-05-10 14:02:582015.05.10 14.02.58,,,
,,衣服质量挺好的！Sehr gute Qualität Kleider!就是物流太慢了！Logistik ist zu langsam!还顺丰的了？Auch viel Glück dann?还不如其它快递呢！Nicht so gut wie andere ausdrücken!,2015-05-10 12:48:002015.05.10 00.48.00,"您好，感谢您对于对于PUMA的支持！Hallo, ich danke Ihnen für Ihre Unterstützung für die PUMA!关于您反馈的问题，我们进行了了解，您5/7订单，5/7发货，5/10快递显示签收。Über Ihr Feedback, wir verstehen, Ihre Bestellung 5/7, 5/7 Liefer, 5/10 Express Anzeigeschild.其实顺丰到达您的省份还是挺快的快的，由于城市间还是有些距离的，到达后还需要转寄，所以，路上也会有所耽搁，请见谅了！In der Tat, SF erreichen Sie Ihre Provinz ist sehr schnell schnell, denn es gibt einige Distanz zwischen den Städten nach der Ankunft müssen auch weitergeleitet werden, so dass der Weg wird verzögert, bitte vergib mir!期待下次带给您更好的购物体验，非常感谢您对于我们的支持！Freuen Sie sich auf das nächste Mal, um Ihnen ein besseres Einkaufserlebnis zu bringen, ich danke Ihnen sehr für Ihre Unterstützung!",,
,,"就是东西太大了，可能版型不对Ist etwas zu groß ist, ist die Version nicht möglich",2015-05-10 11:47:292015.05.10 11.47.29,,,
,,过得去Befahrbar,2015-05-10 10:34:202015.05.10 10.34.20,,,
,,非常好Das ist gut,2015-05-10 08:30:172015.05.10 08.30.17,,,
,,"很好，和想象中一样，价格有点高。Gut, und der Phantasie, der Preis ein wenig hoch.",2015-05-10 08:05:022015.05.10 08.05.02,"您好，感谢您对PUMA的支持及关注！Hallo, ich danke Ihnen für Ihre Unterstützung und Aufmerksamkeit PUMA!我们已将您的反馈意见反馈到了相关部门，我们也会定期推出各类的促销活动，欢迎您再来选购，可以给我们提出更多的宝贵意见，谢谢！Wir haben Ihr Feedback Rückkopplung an die zuständigen Abteilungen, werden wir regelmäßig alle Arten von Promotion-Aktivitäten zu starten, Willkommen wieder zu kaufen, können Sie uns weitere wertvolle Hinweise geben, danke!",,
,,很好Gut,2015-05-10 07:46:192015.05.10 07.46.19,,,
,,衣服很好 绝对正品Absolut echt gute Kleidung,2015-05-10 07:46:192015.05.10 07.46.19,,,
,,不错Recht,2015-05-09 22:14:252015.05.09 22.14.25,,,
,,有点大了Ein wenig zu groß,2015-05-09 21:04:452015.05.09 21.04.45,,,
,,顺丰快递SF Express,2015-05-09 20:21:402015.05.09 20.21.40,,,
,,"尺码太大，买小一号还大Nummer zu groß, zu kaufen eine kleinere Größe größer",2015-05-09 16:39:002015.05.09 16.39.00,,,
,,不错 很舒服 大小也正好！Gute Größe kommt auch sehr komfortabel!,2015-05-09 14:37:002015.05.09 14.37.00,,,
,,不错Recht,2015-05-09 14:04:482015.05.09 14.04.48,,,
,,还可以 偏大了Sie können auch ein zu großer,2015-05-09 13:42:072015.05.09 13.42.07,,,
,,不错的Gut,2015-05-09 10:45:022015.05.09 10.45.02,,,
,,"说实话东西不怎么样。Um ehrlich zu sein nicht sehr gute Sachen sein.。.还沾毛。Auch Stockhaar.。.反正和外面的差很多Wie auch immer, viel schlimmer und die Außenseite",2015-05-09 10:37:392015.05.09 10.37.39,,,身高:163cmHöhe: 163cm
,,"衣服不错、官网值得信赖、物流很快、两天就到了、要是包邮就更好了。Gute Kleidung, die offizielle Website vertrauenswürdig, Logistik und bald, zwei Tage, um, wenn der Versand besser.。.。.",2015-05-09 01:16:502015.05.09 01.16.50,,,
,,"女朋友给买的，很好！Freundin zu kaufen, sehr gut!",2015-05-08 23:20:292015.05.08 23.20.29,,,
,,挺喜欢的Wirklich mögen,2015-05-08 21:44:012015.05.08 21.44.01,,,
,,"衣服挺不错的 穿着好 本来想着退因为有点大最后想了还是算了Sehr gute Verschleiß gute Kleidung haben wieder ein bisschen zu groß, weil letzten Gedanken zu denken oder zu vergessen,",2015-05-08 21:31:072015.05.08 21.31.07,,,
"241091096435|2015-05-13 11:16:14|衣服真心不错，好评|4||241091096435 | 2015.05.13 11: 16: 14 | Kleidung wirklich gut, Lob | 4 ||",,"挺好的，Sehr gut,",2015-05-08 21:28:112015.05.08 21.28.11,,,
,,好Okay,2015-05-08 19:02:152015.05.08 19.02.15,,,
,,货真价实！Together!,2015-05-08 17:56:582015.05.08 17.56.58,,,身高:175cmHöhe: 175cm
,,衣服质量和其他市面上大体的这类几十元衣服实际差不多。Qualität Kleidung und anderen Markt Regel solche Kleidung eigentlich fast zehn Dollar.这么会也是顶着这个牌子吧，都是在中国制衣厂生产的。该厂应该也代工其他牌子或有名或没名声的。就衣服本身来说这个价超出很多了,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,面料摸起来不错。。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.。.,,,,
,,满意！Zufriedenheit!,,,,
,,唉。Oh.回来的号有点大，想还小号吧，没货了。还不包邮。唉Ach,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,,,,,
,,宝贝很好看，物流非常快！赞！Gefällt mir!！!！!！!,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,挺好的Sehr gut,,,,身高:170cmHöhe: 170cm
,,不错Recht,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还可以Du kannst auch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错啊Ja ah,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还可以Du kannst auch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,很好Gut,
,,,,,,
,,,,,满意Zufriedenheit,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,还行吧。。.。.。.。.。.薄,,,,
,,,,,,
,,好看Gutaussehend,,,,
,,,,,,
,,,,,,
,,顺风速递所以物流速度快，但是客服好像无人在嘛！！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,满意Zufriedenheit,,,,
,,,,,,
,,,,,,
,,还行Okay,,,不错Recht,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,快递好可笑，没有送到之前说一直联系不到买家，让我找他们联系，爱理不理的，太可笑了！！!！!电话没打怎么联系不上买家？？?？?？?,,,,
,,很好Gut,,,,
,,我喜欢稍宽松一点的，身高178，体重175，选XL穿起来很舒适，感觉小一码应该会显得修身些。幸好没听接待我的工作人员的建议，他竟然建议我买XXL的，后来又有其他客服向我解释刚才那个人不负责客服这边工作，如果需要咨询可以与他联系。反正，工作人员给我的感觉真是太不专业了！！!！!,,,,
,,衣服相当不错。老公非常喜欢。是正品。Es ist echt.下次还会来的。,,,,
,,,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不好，服务不好，给人感觉不热情，店大。。.。.。.。.。.的感觉。衣服不值这个价，型号比以前的衣服号大，换退相当麻烦，差评,,,,
,,,,,,
,,很合身 上身效果 很sao！！!,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,好看Gutaussehend,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,很合适Sehr gut geeignet,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:167cmHöhe: 167cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
