appendComment,pics,rateContent,rateDate,reply,serviceRateContent,userInfo
,,"正品，赞个Echt, wie ein",2015-05-02 22:19:042015.05.02 22.19.04,,,
,,好评Günstige Kommentar,2015-05-02 20:41:562015.05.02 20.41.56,,,
,,"满意，下次还会来Zufrieden, das nächste Mal wird kommen",2015-05-02 20:28:192015.05.02 20.28.19,,,
,,还行Okay,2015-05-02 18:21:252015.05.02 18.21.25,,,
,,紧身的感觉Enge Gefühl,2015-05-02 18:20:562015.05.02 18.20.56,,,
,,"真品，不错，快递也非常给力！Echte, gut, Express-Lieferung ist auch sehr auf die Kraft!",2015-05-02 17:25:552015.05.02 17.25.55,,,
,,挺好Sehr gut,2015-05-02 16:31:492015.05.02 16.31.49,,,
,//img.alicdn.com/bao/uploaded/i4/13922080476643712/TB2WdxYcFXXXXaRXpXXXXXXXXXX_!!873923922-0-rate.jpg//img.alicdn.com/bao/uploaded/i4/13922080476643712/TB2WdxYcFXXXXaRXpXXXXXXXXXX_!!873923922-0-rate.jpg,图片可以参考Bilder beziehen können,2015-05-02 14:34:522015.05.02 14.34.52,,,
,,!!,2015-05-02 11:59:082015.05.02 11.59.08,,,
,,"觉得非常不错哈，还是，一分钱一分货，很给力Fühle mich sehr gut Ha, noch, zahlen für, ist Kraft",2015-05-02 11:03:352015.05.02 11.03.35,,,
,"//img.alicdn.com/bao/uploaded/i2/11330078754614130/TB2GL0ScFXXXXckXpXXXXXXXXXX_!!1089851330-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/11330078839872677/TB2MEl0cFXXXXczXXXXXXXXXXXX_!!1089851330-0-rate.jpg//img.alicdn.com/bao/uploaded/i2/11330078754614130/TB2GL0ScFXXXXckXpXXXXXXXXXX_!!1089851330-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/11330078839872677/TB2MEl0cFXXXXczXXXXXXXXXXXX_!!1089851330-0- rate.jpg","还行 紧身效果没之前ua的紧身效果好 不过这样也好不太紧久穿腋下不会难受 衣服略长Befriedigend Gut engen engen Effekt nicht vor ua die nicht zu eng zu bewirken, aber es war nur eine lange Zeit nicht zu unbequem Kleidung Achseln etwas länger tragen",2015-05-02 09:01:522015.05.02 09.01.52,,,
,,"很贴身，运动时一点也不热！Ganz in der Nähe, wenn die Bewegung ist nicht heiß!",2015-05-01 23:48:522015.05.01 23.48.52,,,
,,"开始买小了，换的过程很顺利Er begann zu kaufen klein, für die der Prozess verlief reibungslos",2015-05-01 23:48:522015.05.01 23.48.52,,,
,,"不错，给哥买的，说质量还可以Ja, Bruder zu kaufen, sagte Qualität kann auch",2015-05-01 22:46:572015.05.01 22.46.57,,,
,,"开始买的L的，洗后变大了，转让给同学了，重拍的M，很合适！Er fing an, die L kaufen, und gewaschen größer, Transfer zu den Studenten, und Remake denen M, sehr gut geeignet!",2015-05-01 20:12:222015.05.01 20.12.22,,,
,,真棒！Awesome!,2015-05-01 18:31:532015.05.01 18.31.53,,,
,,"质量很好，穿段时间好的话还回来买Gute Qualität, guter, einen Zeitraum zu tragen, dann wieder zu kaufen",2015-05-01 17:53:442015.05.01 17.53.44,,,
,,"上海到哈尔滨用不到24小时，真快。Shanghai, mit weniger als 24 Stunden wirklich schnell Harbin.就是穿不出图片那效果...Es ist kein Bild zu diesem Zweck tragen ...",2015-05-01 16:29:082015.05.01 16.29.08,,,
,,"henbang ,有一句说一句henbang, ein Mitspracherecht haben wir",2015-05-01 15:15:252015.05.01 15.15.25,,,身高:181cmHöhe: 181cm
,,"给别人买的，据说面料手感都不错Um die anderen zu kaufen, sagte zu sein, das Gewebe ein gutes Gefühl",2015-05-01 14:52:052015.05.01 14.52.05,,,
,,"顺丰很给力，快递小哥人很好，老板也很好，最主要的是衣服质量很好，男票很喜欢。SF ist zu zwingen, zum Ausdruck bringen kleine Bruder ist sehr nett, der Chef ist auch sehr gut, das wichtigste ist, die Kleidung von guter Qualität, sehr gern männliche Stimmen.全五分好评Voll Fünftel des Lobes",2015-05-01 11:48:442015.05.01 11.48.44,,,
,,"质量很好，快递有点叼，搬了没通知而且问他还叼我，快递希望能改进Gute Qualität, zum Ausdruck bringen ein wenig Diao, bewegt und hat Diao nicht benachrichtigen Ich fragte ihn auch, in der Hoffnung, die Lieferung zu verbessern",2015-05-01 11:31:402015.05.01 11.31.40,,,
,,"东西很好，物流也相当给力，一天就到了。Etwas Gutes, die Logistik sind recht eine Kraft, ein Tag zu gehen.",2015-05-01 10:39:442015.05.01 10.39.44,,,
,,"不错，赞Gut, wie diese",2015-05-01 09:28:172015.05.01 09.28.17,,,身高:180cmHöhe: 180cm
,,还可以，很正规。Auch sehr formal.,2015-05-01 08:54:582015.05.01 08.54.58,,,
,//img.alicdn.com/bao/uploaded/i1/16228080326035922/TB25CtPcFXXXXXjXpXXXXXXXXXX_!!920466228-0-rate.jpg//img.alicdn.com/bao/uploaded/i1/16228080326035922/TB25CtPcFXXXXXjXpXXXXXXXXXX_!!920466228-0-rate.jpg,"不错，穿着健身刚好Ja, nur das Tragen Fitness",2015-05-01 08:37:302015.05.01 08.37.30,,,
,,不错Recht,2015-05-01 00:20:272015.05.01 00.20.27,,,
,,有点长Ein bisschen zu lang,2015-04-30 23:58:392015.04.30 23.58.39,,,
,,"收到总体还不错 就是中途修改地址很麻烦Insgesamt ziemlich guter Weg, um zu erhalten, ist die Adresse einer Menge Ärger ändern",2015-04-30 21:46:322015.04.30 21.46.32,,,
,,yes。Ja.舒服。Komfortabel.验单为官方正品?哒。Einzeltest für die offizielle authentische? Da.包顺丰的赞一个Wie ein Paket SF,2015-04-30 21:30:002015.04.30 21.30.00,,,
,,很好Gut,2015-04-30 18:52:142015.04.30 18.52.14,,,
,,"好紧啊，看来要减肥了！Gute engen ah, so scheint es, Gewicht zu verlieren!太长！Too!",2015-04-30 18:51:552015.04.30 18.51.55,,,身高:173cmHöhe: 173cm
,,挺好Sehr gut,2015-04-30 18:50:242015.04.30 18.50.24,,,
,,"是正品，挺好的，喜欢Es ist echt, sehr gut, wie",2015-04-30 17:20:082015.04.30 17.20.08,,,
,,"172高，156重L号处了衣摆长，其他都还好172 hoch, 156 schwere Nummern am Saum Länge L, die andere ist in Ordnung",2015-04-30 15:43:282015.04.30 15.43.28,,,
,,"质量很好，穿了很舒服，客服和快递服务都特好，非常愉快的一次购物，谢谢谢！Gute Qualität, tragen sehr komfortabel, Kundendienst und Kurierdienste sind besonders gut, sehr angenehmes Einkaufserlebnis, Danke, danke!",2015-04-30 15:27:332015.04.30 15.27.33,,,
,,不错哦Nun ja,2015-04-30 15:05:582015.04.30 15.05.58,,,
,,"衣服确实不错，快递也很快Kleidung wirklich gut, Kurier bald",2015-04-30 14:32:222015.04.30 14.32.22,,,
,,有点大Little big,2015-04-30 12:55:252015.04.30 12.55.25,,,
,,都买了好几次了Ich habe mehrmals gekauft,2015-04-30 12:14:412015.04.30 12.14.41,,,
,,"确实很紧身，穿起来很舒服，176.  70kg。In der Tat sehr eng, sehr angenehm zu tragen, 176. 70 kg.L码很舒服。L-Code ist sehr komfortabel.",2015-04-30 11:10:362015.04.30 11.10.36,,,
,,"帮同事买的，同事很喜欢，大小正合适，上身透气舒服，正品。Helfen, meinen Kollegen zu kaufen, gefiel Kollegen, genau die richtige Größe, Oberkörper atmungsaktivem, echt.",2015-04-30 10:55:462015.04.30 10.55.46,,,身高:170cmHöhe: 170cm
,,"东西很好隔天就到了，不错。Am nächsten Tag, um die guten Dinge, nicht schlecht.",2015-04-30 10:40:002015.04.30 10.40.00,,,
,,"物流速度赞一个，衣服不错。Logistik und Geschwindigkeit wie diese, gute Kleidung.穿着透气Tragen atmungs",2015-04-30 09:54:552015.04.30 09.54.55,,,
,,"不愧是大品牌运动服，穿起来非常舒服，刚穿的时候手臂有些紧，穿过一星期后感觉好多了，整体稍微有些长，紧身效果明显In der Tat die großen Marken von Sportbekleidung, tragen sehr komfortabel, nur die Verschleiß Arm ein wenig eng, ich fühle mich viel besser, nach einer Woche durch das ganze etwas lang, dicht Effekt auf der Hand",2015-04-30 09:46:252015.04.30 09.46.25,,,身高:168cmHöhe: 168cm
,,"快递很快  两天就到了 好评！Express bald zwei Tage, um zu loben!等实战后再来追评Und andere Kampf und dann zu schreiben jagen",2015-04-30 09:46:202015.04.30 09.46.20,,,
,,"正品，特别贴身，很舒服，本以为买小了，没想到刚刚好，紧身么不紧就显示不出身材，Authentic, vor allem persönliche, sehr komfortabel, dachte ich, ein kleines zu kaufen, habe ich nicht erwartet genau richtig, es ist nicht eng anliegende enthüllen nicht die Körper,",2015-04-30 09:36:322015.04.30 09.36.32,,,
,,"衣服很好  吸汗性好准备给同学也买Gute gute Schweiß Kleidung bereit, Klassenkameraden kaufen",2015-04-30 09:23:542015.04.30 09.23.54,,,
,,"正品！Genuine!做工精致！Exquisite!反面都可以当正面穿！Das Gegenteil kann, wenn die positive tragen!男朋友很喜欢！Boyfriend gefallen!很man 的衣服！Es ist Männerkleidung!",2015-04-30 04:57:572015.04.30 04.57.57,,,
,,"帮弟弟买的，他很中意，质量还可以吧！Hilfe mein Bruder zu kaufen, er mochte, die Qualität kann auch richtig sein!应该是正品。Es sollte echt sein.快递很好，还是顺丰的。Express ist sehr gut, und viel Glück.赞一个Wie ein",2015-04-29 23:24:292015.04.29 23.24.29,,,
,,"非常好，good！Sehr gut, gut!今天神准Heute Gott erlaubt",2015-04-29 21:18:502015.04.29 21.18.50,,,身高:172cmHöhe: 172cm
,,老公穿着很合适Mein Mann trägt einen sehr angemessen,2015-04-29 20:05:442015.04.29 20.05.44,,,
,,最满意的一次网购！Die mit Online-Shopping zufrieden!,2015-04-29 19:16:402015.04.29 19.16.40,,,
,,"没话说，好评！None, Lob!",2015-04-29 19:14:562015.04.29 19.14.56,,,
,,??,2015-04-29 16:59:082015.04.29 16.59.08,,,
,//img.alicdn.com/bao/uploaded/i4/17583078590203475/TB294JwcFXXXXaNXpXXXXXXXXXX_!!789957583-0-rate.jpg//img.alicdn.com/bao/uploaded/i4/17583078590203475/TB294JwcFXXXXaNXpXXXXXXXXXX_!!789957583-0-rate.jpg,太好啦Gute Freunde,2015-04-29 15:05:582015.04.29 15.05.58,,,
,,有一点长。Ein wenig länger.,2015-04-29 14:33:512015.04.29 14.33.51,,,身高:178cmHöhe: 178cm
,,"穿了一下，还好Tragen Sie ein wenig, aber zum Glück",2015-04-29 12:58:502015.04.29 12.58.50,,,
,,质量不错 就是小贵了！Gute Qualität ist ein wenig teuer!赞一个Wie ein,2015-04-29 11:24:512015.04.29 11.24.51,,,
,,东西不错Etwas Gutes,2015-04-29 10:54:472015.04.29 10.54.47,,,
,,"很合身，很满意Sehr fit, sehr zufrieden",2015-04-29 10:11:062015.04.29 10.11.06,,,
,,很好Gut,2015-04-29 09:58:162015.04.29 09.58.16,,,
,,很好Gut,2015-04-29 09:58:162015.04.29 09.58.16,,,
,,"还行......就是刚刚吃完饭不适合穿Okay, ...... Essen ist einfach nicht fit zu tragen",2015-04-29 09:03:582015.04.29 09.03.58,,,
,,很满意Sehr zufrieden,2015-04-29 08:28:412015.04.29 08.28.41,,,
,,"挺好的，旗舰的值得信赖Sehr gut, das Flaggschiff der vertrauenswürdigen",2015-04-29 00:24:252015.04.29 00.24.25,,,
,,"非常喜欢，超极棒！Sehr viel wie, super fantastisch!",2015-04-28 22:28:502015.04.28 22.28.50,,,身高:180cmHöhe: 180cm
240338667006|2015-04-30 22:21:52|穿了一天。240338667006 | 2015.04.30 22: 21: 52 | durch den Tag.有点宽松了|2||Ein wenig locker | 2 ||,//img.alicdn.com/bao/uploaded/i1/13893077610210820/TB2xaxpcFXXXXa6XpXXXXXXXXXX_!!577523893-0-rate.jpg//img.alicdn.com/bao/uploaded/i1/13893077610210820/TB2xaxpcFXXXXa6XpXXXXXXXXXX_!!577523893-0-rate.jpg,"包装什么的比阿迪达斯好了不止一点两点，速度很快，前天买得，今天就到了，顺风就是给力，就是我们这有个不好处，顺风是自提的，衣服不错，很修身，就是腋下的有点紧Was das Paket ein wenig mehr als zwei 比阿迪达斯 gut, sehr schnell, am Tag vor gestern heute kaufen ankam, ist der Wind, um die Kraft, die ist, dass wir nicht einen Vorteil, der Wind ist zu erwähnen, gute Kleidung, sehr Selbst-Anbau, das heißt, Achsel Unter ein wenig eng",2015-04-28 22:04:162015.04.28 22.04.16,,,
,,"衣服挺不错的，穿着好不好看关键还是看身材Sehr gute Kleidung, trug einen guten Blick guter Schlüssel ist, um den Körper zu sehen",2015-04-28 18:39:182015.04.28 18.39.18,,,
,,物流超快！Logistik ultra!,2015-04-28 17:46:132015.04.28 17.46.13,,,
,,"官方没的说Die offizielle sagte nicht,",2015-04-28 17:38:022015.04.28 17.38.02,,,
,,"其他都可以 就是衣服太长Die andere ist, dass die Kleider sind zu lang",2015-04-28 17:06:522015.04.28 17.06.52,,,
,,"老公超喜欢，说很好穿Mann in der Liebe, sagen gut zu tragen",2015-04-28 16:51:502015.04.28 16.51.50,,,
,,"东西不错，就是自己买小了。Etwas Gutes, das heißt, ihre eigene kleine, zu kaufen.。.",2015-04-28 13:51:052015.04.28 13.51.05,,,
,,"穿上简直舒爽，简直好顶赞Entspannen Sie Einfach gesagt, zu gut, um top Gefällt Ihnen",2015-04-28 12:05:342015.04.28 12.05.34,,,
,,"好东西   很紧身  就是为什么这么长Das ist, warum gute Dinge sehr eng, so lange",2015-04-28 11:52:582015.04.28 11.52.58,,,
,,身长有点长Ein bisschen länger in der Länge,2015-04-28 11:14:302015.04.28 11.14.30,,,
,,"速度很快，衣服很棒！Schnelle, gute Kleidung!",2015-04-28 10:08:442015.04.28 10.08.44,,,
,,还行Okay,2015-04-28 09:30:092015.04.28 09.30.09,,,
,,"宝贝很好，绝对正品！Baby ist sehr gut, absolut authentisch!赞一个！Wie diese!",2015-04-28 06:59:022015.04.28 06.59.02,,,
,,"衣服弹性超好、穿起来很舒服！Kleidung elastische super gut, sehr angenehm zu tragen!",2015-04-27 22:28:272015.04.27 22.28.27,,,身高:170cmHöhe: 170cm
,,"正品是必须的，发货速度也是可以的，最重要东西很好Authentic ist ein Muss, ist Liefergeschwindigkeit auch möglich, die wichtigste Sache gut",2015-04-27 22:27:302015.04.27 22.27.30,,,
,,很好?Gut?,2015-04-27 22:15:232015.04.27 22.15.23,,,
,,很好Gut,2015-04-27 22:10:232015.04.27 22.10.23,,,
,,"物流快，就是有点大Logistik schnell, ist es ein bisschen zu groß",2015-04-27 22:01:272015.04.27 22.01.27,,,
,,正品啊不错Genuine ah gut,2015-04-27 21:34:362015.04.27 21.34.36,,,
240249224362|2015-04-28 09:24:13|应该是正品|15||240249224362 | 2015.04.28 09: 24: 13 | sollte echt sein | 15 ||,,,2015-04-27 21:14:142015.04.27 21.14.14,,,
,,"不错,送货很及时.货品也很有型.Ja, sehr pünktliche Lieferung. Waren auch sehr Typ.",2015-04-27 20:27:072015.04.27 20.27.07,,,
,,"紧身，适合运动Tight, für den Sport geeignet",2015-04-27 20:00:322015.04.27 20.00.32,,,
,,穿着有点长了。Tragen ein bisschen lang.,2015-04-27 19:28:532015.04.27 19.28.53,,,
,,"衣服是正品，很喜欢。Kleidungsstücke sind echt, sehr viel.",2015-04-27 17:41:002015.04.27 17.41.00,,,
,,衣服很合身 我是62公斤 171身高 穿着刚好Kleider passen mir nur das Tragen 62 kg 171 Höhe,2015-04-27 17:11:332015.04.27 17.11.33,,,
,,一般，有异味。In der Regel gibt es Geruch.,2015-04-27 17:00:052015.04.27 17.00.05,,,
,,"其实我是挺无语的。In der Tat, war ich ziemlich sprachlos.顺风慢的要死。Downwind langsamen Tod.同时在聚美优品上买了一件蓝色的结果发错货。In der Zwischenzeit in den Vereinigten Staaten zusammen überlegenes Produkt gekauft haben, haben eine blaue Ergebnisse falsche Waren zugesandt.到货是黑色的。Anreise ist schwarz.结果两件衣服一模一样。Ergebnisse aus zwei identischen Kleidung.在这买的是199，在聚美优品买的是159还用优惠券了。In diesem Kauf ist 199, in den Vereinigten Staaten zusammen überlegenes Produkt zu kaufen ist 159 verwendet auch den Gutschein.天猫旗舰店。Lynx Flagship-Store.太坑了。Too Grube.",2015-04-27 16:22:262015.04.27 16.22.26,,,身高:178cmHöhe: 178cm
,,"就等暑假去健身房瘦下来穿，必须瘦下来。Auf der anderen Sommerabnutzung in die Turnhalle, abspecken, müssen abspecken.",2015-04-27 14:37:022015.04.27 14.37.02,,,
,,"很棒！Großartig!客服推荐很准确，物流快，包装好有发票！Empfohlen sehr genaue Kundendienst, Logistik schnell, verpackt Rechnungen!没的说！Um nicht zu sagen, dass!",2015-04-27 14:08:232015.04.27 14.08.23,,,
,,好！Okay!,2015-04-27 14:02:042015.04.27 14.02.04,,,
,,不错Recht,2015-04-27 13:22:062015.04.27 13.22.06,,,
,,一开始穿有点紧War schon ein wenig eng zu tragen,2015-04-27 12:21:382015.04.27 12.21.38,,,
,,很不错Sehr schön,2015-04-27 11:13:322015.04.27 11.13.32,,,
,,好好好好好好好好好好好好好好好好好好好好好Gut gut gut gut gut gut gut gut gut gut gut,2015-04-27 10:23:232015.04.27 10.23.23,,,
,,"给儿子买的，很喜欢，有需要还会来购。Zu kaufen sein Sohn, wie, gibt es einen Bedarf auch zu kaufen.",2015-04-27 10:20:582015.04.27 10.20.58,,,身高:181cmHöhe: 181cm
,,"物流太快了衣服背后有白色的\n字母不知道为什么Logistik zu schnell mit weißen Kleidern hinter \ n Brief weiß nicht, warum",2015-04-27 09:12:422015.04.27 09.12.42,,,
,,好评。Lob.,2015-04-27 08:40:392015.04.27 08.40.39,,不错。Ja.,身高:170cmHöhe: 170cm
,//img.alicdn.com/bao/uploaded/i2/12381078223837223/TB2YsXccFXXXXbyXXXXXXXXXXXX_!!2441642381-0-rate.jpg//img.alicdn.com/bao/uploaded/i2/12381078223837223/TB2YsXccFXXXXbyXXXXXXXXXXXX_!!2441642381-0-rate.jpg,"感觉没有老款的好  穿上效果不错Die alten Modelle fühlte sich nicht gut, um gute Ergebnisse zu tragen",2015-04-27 01:29:552015.04.27 01.29.55,,,
,,"果然是没有腱子肉，就别买紧身衣。Sicher genug, gibt es kein Sehnen Fleisch, nicht kaufen, Strumpfhosen.。.。.",2015-04-27 01:29:262015.04.27 01.29.26,,,身高:170cmHöhe: 170cm
,,"184穿M号的衣服有点小，很紧啊M No. 184 tragen Kleider ein wenig, sehr eng ah",2015-04-26 22:12:512015.04.26 22.12.51,,,身高:184cmHöhe: 184cm
,,很舒服Sehr bequem,2015-04-26 20:20:532015.04.26 20.20.53,,,
,,还不错吧Nicht schlecht,2015-04-26 20:12:132015.04.26 20.12.13,,,
,,"还不错,像是正品Gut, wie eine echte",2015-04-26 19:24:552015.04.26 19.24.55,,,
,,快递吊爆了！Express hängen platzen!！!,2015-04-26 18:47:152015.04.26 18.47.15,,,
,,"挺好的，是正品，但是我好像买小了。Sehr gut, es ist echt, aber ich scheine zu kaufen klein.",2015-04-26 15:56:332015.04.26 15.56.33,,,
,,衣服很好正品Genuine gute Kleidung,2015-04-26 15:31:232015.04.26 15.31.23,,,
,,挺好Sehr gut,2015-04-26 15:26:312015.04.26 15.26.31,,,
,,"不错，是正品，就是没有优惠，和店里买一个价，五环都88折呢，不合理Ja, es ist echt, das ist nicht Zugeständnisse, und der Laden, um einen Preis zu kaufen, sind die Ringe 88% weg von ihr, unvernünftig",2015-04-26 14:33:452015.04.26 14.33.45,,,
,,"很好很满意，谢谢！Sehr, sehr zufrieden, danke!",2015-04-26 13:32:072015.04.26 13.32.07,,,
,,"紧身，肚子大的有点儿明显Tight, dicken Bauch ein bisschen auf der Hand",2015-04-26 12:56:432015.04.26 00.56.43,,,
,,"东西很好 很合身Etwas sehr, sehr fit",2015-04-26 11:56:172015.04.26 11.56.17,,,
,,"物流很给力，衣服买好多次了，依旧很棒Logistik ist zu zwingen, kaufte Kleider viele Male, immer noch gut",2015-04-26 11:04:182015.04.26 11.04.18,,,
,,"给儿子买的，灰色黑色各一件，他喜欢Um seinen Sohn zu kaufen, die grau schwarz jeder, er mag",2015-04-26 09:44:152015.04.26 09.44.15,,,
,,"给儿子买的，他很喜欢Um seinen Sohn zu kaufen, und er mochte",2015-04-26 09:44:152015.04.26 09.44.15,,,
,,"发的顺丰，太给力了！Ausgestellt SF, um zu zwingen!衣服很好，穿着很有型Gute Kleidung, trug ein sehr Typ",2015-04-25 23:12:212015.04.25 23.12.21,,,
,,"很好，都很好！Sehr gut, sehr gut!很细心，大品牌注重细节！Sehr vorsichtig, große Marken und Liebe zum Detail!",2015-04-25 23:08:122015.04.25 23.08.12,,,
,,很好！Sehr gut!,2015-04-25 22:26:472015.04.25 22.26.47,,,
,,很棒 是真品 穿上打球健身 非常舒服 有力量 看上去很帅Groß ist echte Fitness tragen sehr komfortabel spielen leistungsfähige sieht stattlich,2015-04-25 20:20:072015.04.25 20.20.07,,,身高:177cmHöhe: 177cm
,,"是真品，穿上健身打球 感觉很吸汗 舒服Echt ist, Fitness-Verschleiß Schweiß Spiel sich wohl fühlen",2015-04-25 20:20:072015.04.25 20.20.07,,,身高:188cmHöhe: 188cm
,,"很棒，没得挑Großartig, nicht zu holen",2015-04-25 19:18:172015.04.25 19.18.17,,,
,,东西很好Etwas Gutes,2015-04-25 18:11:032015.04.25 18.11.03,,,
"240092727624|2015-04-25 17:30:13|洗后不会变形，而且面料特变舒服，即使出汗也会速干！240092727624 | 2015.04.25 17: 30: 13 | Waschen nicht verformt, und spezielle Stoffe sich bequem, sogar Schwitzen Sugan!|0||| 0 ||",,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,很好。Sehr gut.,,,,
,,,,,,身高:165cmHöhe: 165cm
,,,,,,
,,,,,,
,,还行Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品！Genuine!,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很不错很合身，紧身，速度很快，22号买23号就到了。。.,,,,
,,不错。Ja.同事很满意,,,,
,,,,,,
,,,,,,
,,niceschön,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,不错Recht,,,不错Recht,
,,不错。Ja.,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,号码有点小。建议买大一码的。不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,是正品，第一次在网上买衣服，没想到这么合身、以后会再来的，希望下次可以送点小赠品！！!！!,,,,
,,,,,,
,,,,,,
,,酷！Cool!！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,niceschön,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,??,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错哦！Oh gut!儿子喜欢,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很赞Ziemlich cool,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,还行Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,一开始以为衣服小了，后来发现紧身衣就是这样的，质量很好很有弹性，客服态度很好。好评！Good!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还可以Du kannst auch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,质量不错Gute Qualität,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,很好！Sehr gut!穿上特别舒服！下摆也没有担心的那么长,,,,
,,绝对正品。。.手感很好，顺丰又给力。还有发票也寄过来。下次还来。不多说上图,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,不错Recht,
,,,,,,
,,,,,,
,,,,,不错！Ja!！!,
,,,,,,身高:175cmHöhe: 175cm
,,非常棒！Großartig!！!！!good~,,,,
,,,,,,
,,紧身。。.好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,身高:165cmHöhe: 165cm
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评Günstige Kommentar,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,买给男票的，182，65kg，买的xl码，他说刚好，但我觉得还是稍微大了点点，喜欢紧身的可以再小一个号。。.。.不过他很喜欢，打篮球时候穿在里面，吸汗效果极佳，很舒服呐。。.。.好评，而且发货速度很快，感觉还是官网靠谱。。.。.,,,,
,,,,,,
,,,,,,
,,好！Okay!物流很快！Logistik bald!,,,,
,,,,,,
,,,,,,
,,,,,,
,,其实还是灰的漂亮，比实体店还贵点五环周末打八折，主要是不想跑了。。.包装很精美,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好，很快。。.,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,不错Recht,,,,
,,还行Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,衣服不错！上身的感觉很好！！!！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不管是东西，还是服务，物流都是真心好.好评，好评！！!,,,,
,,,,,,
,,,,,好Okay,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很喜欢Ich mag,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,非常好Das ist gut,,,,
,,很好Gut,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,可以Dose,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,好！Okay!,,,,
,,,,,,
,,,,,,
,,,,,,
238998707403|2015-05-11 09:24:34|跟实体店一样，很不错。很好。Sehr gut.|30||,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,nullnichtig,,,,
,,蛮好的Alles gut,,,,
